Date,Date,Headline
2011-06-14,2011-06-14,Forex - EUR/GBP down during the Asian session
2011-06-13,2011-06-13,Forex - USD/JPY down during Asian trade
2011-06-13,2011-06-13,Forex - USD/CAD down in Asian trading hours
2011-06-13,2011-06-13,Forex - AUD/USD up during Asian trade
2011-06-13,2011-06-13,Forex - EUR/USD down during the Asian session
2011-06-13,2011-06-13,Forex - EUR/JPY down during Asian trade
2011-06-13,2011-06-13,"GLOBAL MARKETS-Euro bounces off record low vs franc, oil, gold up"
2011-06-13,2011-06-13,Forex - GBP/JPY down during the Asian session
2011-06-13,2011-06-13,Forex - EUR/USD down in Asian trade
2011-06-13,2011-06-13,Forex - USD/JPY down during Asian trade
2011-06-13,2011-06-13,Forex - NZD/USD up in Asian trade
2011-06-13,2011-06-13,"GLOBAL MARKETS-Greek fears knock oil, euro vs Swiss franc"
2011-06-13,2011-06-13,Forex - EUR/USD up at the end of U.S. session
2011-06-13,2011-06-13,Forex - USD/JPY down toward the end of U.S. session
2011-06-13,2011-06-13,FOREX-Euro hits record low vs Swiss franc on Greece worry
2011-06-13,2011-06-13,Forex - EUR/USD up toward the end of U.S. session
2011-06-13,2011-06-13,Forex - GBP/USD up during the U.S. session
2011-06-13,2011-06-13,GLOBAL MARKETS-US stocks rise but euro falls on Greek fears
2011-06-13,2011-06-13,Forex - USD/CAD down in U.S. trade
2011-06-13,2011-06-13,Forex - EUR/USD up in U.S. trading hours
2011-06-13,2011-06-13,Forex - NZD/USD down during the U.S. session
2011-06-13,2011-06-13,"GLOBAL MARKETS-US stocks, euro fall on Greek default worries"
2011-06-13,2011-06-13,"GLOBAL MARKETS-US, European stocks firm; euro falls"
2011-06-13,2011-06-13,Forex - Dollar broadly lower as Trichet comments buoy euro
2011-06-13,2011-06-13,Forex - GBP/USD extends gains as U.K. inflation data awaited
2011-06-13,2011-06-13,Forex - EUR/USD hits fresh daily high after Trichet remarks
2011-06-13,2011-06-13,GLOBAL MARKETS-US stocks rise after recent lows; euro slips
2011-06-13,2011-06-13,Forex - USD/CAD eases off daily low as crude oil extends losses
2011-06-13,2011-06-13,FOREX-Euro at record low vs Swiss franc on Greece focus
2011-06-13,2011-06-13,Forex - Dollar broadly lower vs. rivals in holiday-thinned trade
2011-06-13,2011-06-13,"Forex - GBP/USD extends gains, hits fresh daily high"
2011-06-13,2011-06-13,Forex - EUR/USD under pressure as Greece debt concerns weigh
2011-06-13,2011-06-13,Forex - USD/CHF down as Greek debt crisis weighs on sentiment
2011-06-13,2011-06-13,Forex - EUR/GBP slips to 7-day low amid uncertainty over Greece
2011-06-13,2011-06-13,FOREX-Euro slips as Greek bailout debate deadlocked
2011-06-13,2011-06-13,Forex - Dollar slips vs. rivals amid U.S. monetary policy uncertainty
2011-06-13,2011-06-13,Forex - Pound rebounds from two-week low against weaker dollar
2011-06-13,2011-06-13,"Forex - USD/JPY trims gains, pulling back from 6-day high"
2011-06-13,2011-06-13,Forex - AUD/USD eases off two-week low after NZ aftershocks
2011-06-13,2011-06-13,Forex - NZD/USD tumbles after aftershocks hit Christchurch
2011-06-13,2011-06-13,Forex - EUR/USD lower as Greece uncertainty continues
2011-06-13,2011-06-13,Forex - EUR/USD down during the Asian session
2011-06-13,2011-06-13,Forex - GBP/USD up in Asian trade
2011-06-13,2011-06-13,Forex - EUR/CHF up in Asian trading hours
2011-06-13,2011-06-13,Forex - USD/CHF up during the Asian session
2011-06-13,2011-06-13,Forex - EUR/GBP down in Asian trade
2011-06-12,2011-06-12,Forex - USD/JPY up in Asian trading hours
2011-06-12,2011-06-12,Forex - USD/CAD down during the Asian session
2011-06-12,2011-06-12,Forex - AUD/USD up in Asian trade
2011-06-12,2011-06-12,Forex - GBP/CHF up in Asian trading hours
2011-06-12,2011-06-12,Forex - EUR/USD down during the Asian session
2011-06-12,2011-06-12,GLOBAL MARKETS-Euro bounce to fade on Greek worries; stocks slip
2011-06-12,2011-06-12,Forex - USD/JPY up in Asian trading hours
2011-06-12,2011-06-12,Forex - EUR/JPY up in Asian trade
2011-06-12,2011-06-12,Forex - EUR/JPY up in Asian trade
2011-06-12,2011-06-12,Forex - GBP/JPY up in Asian trading hours
2011-06-12,2011-06-12,Forex - NZD/USD down during the Asian session
2011-06-12,2011-06-12,Forex - GBP/USD up during the Asian session
2011-06-12,2011-06-12,Forex - USD/JPY down in Asian trade
2011-06-12,2011-06-12,Forex - EUR/USD down during the Asian session
2011-06-12,2011-06-12,Forex - EUR/USD weekly outlook: June 13-17
2011-06-12,2011-06-12,Forex - GBP/USD weekly outlook: June 13-17
2011-06-12,2011-06-12,Forex - USD/CAD weekly outlook: June 13-17
2011-06-12,2011-06-12,Forex - NZD/USD weekly outlook: June 13-17
2011-06-12,2011-06-12,Forex - AUD/USD weekly outlook: June 13-17
2011-06-12,2011-06-12,Forex - USD/CHF weekly outlook: June 13-17
2011-06-12,2011-06-12,Forex - USD/JPY weekly outlook: June 13-17
2011-06-12,2011-06-12,Forex - Weekly outlook: June 13-17
2011-06-10,2011-06-10,Forex - EUR/USD down at the end of U.S. session
2011-06-10,2011-06-10,Forex - GBP/USD down at the end of U.S. session
2011-06-10,2011-06-10,Forex - USD/JPY down at the end of U.S. session
2011-06-10,2011-06-10,GLOBAL MARKETS-Stocks end week lower on economy; oil drops
2011-06-10,2011-06-10,Forex - USD/JPY up toward the end of U.S. session
2011-06-10,2011-06-10,Forex - EUR/USD down toward the end of U.S. session
2011-06-10,2011-06-10,Forex - GBP/USD down during the U.S. session
2011-06-10,2011-06-10,GLOBAL MARKETS-Stocks fall on economic concern; oil plunges
2011-06-10,2011-06-10,Forex - EUR/USD down in U.S. trading hours
2011-06-10,2011-06-10,Forex - USD/CAD up in U.S. trade
2011-06-10,2011-06-10,"FOREX-Euro falls for 3rd straight day on Greece, rate view"
2011-06-10,2011-06-10,GLOBAL MARKETS-Stocks tumble on growth fear; oil down $3
2011-06-10,2011-06-10,Forex - EUR/USD down on economic data
2011-06-10,2011-06-10,Forex - AUD/USD down in U.S. trade
2011-06-10,2011-06-10,Forex - NZD/USD down during the U.S. session
2011-06-10,2011-06-10,Forex - GBP/USD down in U.S. trade
2011-06-10,2011-06-10,"GLOBAL MARKETS-Stocks, oil slump; euro weakens on Greece"
2011-06-10,2011-06-10,Forex - EUR/USD down at the end of European session
2011-06-10,2011-06-10,Forex - GBP/USD down toward the end of European session
2011-06-10,2011-06-10,GLOBAL MARKETS-Stocks fall on economic worry; oil slumps
2011-06-10,2011-06-10,Forex - GBP/JPY down in European trading hours
2011-06-10,2011-06-10,GLOBAL MARKETS-World stocks head for weekly loss; oil slumps
2011-06-10,2011-06-10,Forex - NZD/USD up during the European session
2011-06-10,2011-06-10,Forex - EUR/CHF down in European trade
2011-06-10,2011-06-10,Forex - USD/CAD down in European trading hours
2011-06-10,2011-06-10,Forex - EUR/GBP up during the European session
2011-06-10,2011-06-10,GLOBAL MARKETS-World stocks head for weekly loss; euro slips
2011-06-10,2011-06-10,Forex - GBP/CHF down in European trade
2011-06-10,2011-06-10,Forex - USD/CAD up on economic data
2011-06-10,2011-06-10,Forex - AUD/USD down in European trading hours
2011-06-10,2011-06-10,Forex - USD/CHF up during the European session
2011-06-10,2011-06-10,Forex - EUR/USD down in European trading hours
2011-06-10,2011-06-10,Forex - USD/JPY down in European trade
2011-06-10,2011-06-10,"FOREX-Euro slips on debt worries, growth concerns"
2011-06-10,2011-06-10,Forex - GBP/USD down on economic data
2011-06-10,2011-06-10,CORRECTED - GLOBAL MARKETS-World stocks heading for another weekly loss
2011-06-10,2011-06-10,Forex - GBP/USD down during the European session
2011-06-10,2011-06-10,Forex - EUR/USD down during the European session
2011-06-10,2011-06-10,FOREX-Euro stays on defensive as debt worries weigh
2011-06-10,2011-06-10,Forex - EUR/USD down during the Asian session
2011-06-10,2011-06-10,Forex - GBP/USD down in Asian trade
2011-06-10,2011-06-10,Forex - EUR/CHF down in Asian trading hours
2011-06-10,2011-06-10,Forex - USD/CHF up during Asian trade
2011-06-10,2011-06-10,Forex - EUR/GBP up during the Asian session
2011-06-09,2011-06-09,Forex - USD/JPY down during Asian trade
2011-06-09,2011-06-09,Forex - USD/CAD up in Asian trading hours
2011-06-09,2011-06-09,Forex - AUD/USD down during Asian trade
2011-06-09,2011-06-09,Forex - EUR/USD up during the Asian session
2011-06-09,2011-06-09,Forex - EUR/JPY down during Asian trade
2011-06-09,2011-06-09,GLOBAL MARKETS-Shares drop for 7th day; euro under pressure
2011-06-09,2011-06-09,Forex - GBP/JPY up during the Asian session
2011-06-09,2011-06-09,Forex - USD/JPY down on economic data
2011-06-09,2011-06-09,Forex - NZD/USD up in Asian trade
2011-06-09,2011-06-09,Forex - EUR/USD down at the end of U.S. session
2011-06-09,2011-06-09,Forex - USD/JPY up toward the end of U.S. session
2011-06-09,2011-06-09,GLOBAL MARKETS-Stocks snap six-day decline; commodities rally
2011-06-09,2011-06-09,Forex - EUR/USD down toward the end of U.S. session
2011-06-09,2011-06-09,FOREX-Euro down as ECB rate hike expectations scaled back
2011-06-09,2011-06-09,Forex - GBP/USD down during the U.S. session
2011-06-09,2011-06-09,"GLOBAL MARKETS-World stocks, commodities rally"
2011-06-09,2011-06-09,Forex - USD/CAD down in U.S. trade
2011-06-09,2011-06-09,Forex - EUR/USD down in U.S. trading hours
2011-06-09,2011-06-09,"GLOBAL MARKETS-Stocks and oil climb, euro drops after ECB"
2011-06-09,2011-06-09,Forex - AUD/USD up in U.S. trade
2011-06-09,2011-06-09,Forex - NZD/USD up during the U.S. session
2011-06-09,2011-06-09,Forex - GBP/USD down in U.S. trade
2011-06-09,2011-06-09,"GLOBAL MARKETS-Stocks and oil rally, euro slips on ECB view"
2011-06-09,2011-06-09,GLOBAL MARKETS-Euro slips after ECB's Trichet; stocks rebound
2011-06-09,2011-06-09,Forex - Dollar broadly higher vs. rivals as euro gives up gains
2011-06-09,2011-06-09,"Forex - EUR/USD hits 4-day low after Trichet, U.S. data"
2011-06-09,2011-06-09,Forex - GBP/USD slips to session low after mixed U.S. data
2011-06-09,2011-06-09,"GLOBAL MARKETS-Euro falls after Trichet's comments, stocks up"
2011-06-09,2011-06-09,Forex - USD/CAD hits fresh daily low as oil holds steady
2011-06-09,2011-06-09,"Forex - EUR/USD hits 4-day low after Trichet, U.S. data"
2011-06-09,2011-06-09,Forex - Dollar broadly lower vs. rivals as ECB press conference eyed
2011-06-09,2011-06-09,Forex - GBP/USD steady after BoE holds pat on rates
2011-06-09,2011-06-09,Forex - EUR/USD trims gains as ECB press conference eyed
2011-06-09,2011-06-09,Forex - Dollar eases off record low against Swiss franc
2011-06-09,2011-06-09,Forex - EUR/GBP pares gains ahead of EBC press conference
2011-06-09,2011-06-09,Forex - Dollar broadly lower as EBC policy meeting awaited
2011-06-09,2011-06-09,GLOBAL MARKETS-Stocks steady; euro awaits Trichet rate signal
2011-06-09,2011-06-09,"FOREX-Euro firm on ECB rate hike expectations, dlr soft"
2011-06-09,2011-06-09,Forex - Pound up against weaker dollar ahead of BoE meeting
2011-06-09,2011-06-09,Forex - Dollar pulls away from 1-month low against yen
2011-06-09,2011-06-09,Forex - NZD/USD rises after RBNZ signals that rates will increase
2011-06-09,2011-06-09,Forex - AUD/USD hits 2-week low after soft employment data
2011-06-09,2011-06-09,Forex - EUR/USD up ahead of ECB press conference
2011-06-09,2011-06-09,Forex - EUR/USD up during the Asian session
2011-06-09,2011-06-09,Forex - EUR/USD up during the Asian session
2011-06-09,2011-06-09,Forex - GBP/USD up in Asian trade
2011-06-09,2011-06-09,Forex - EUR/CHF up in Asian trading hours
2011-06-09,2011-06-09,Forex - USD/CHF up during Asian trade
2011-06-09,2011-06-09,Forex - EUR/GBP up during the Asian session
2011-06-08,2011-06-08,Forex - USD/JPY up during Asian trade
2011-06-08,2011-06-08,Forex - USD/CAD down in Asian trading hours
2011-06-08,2011-06-08,Forex - AUD/USD down during Asian trade
2011-06-08,2011-06-08,Forex - EUR/USD up during the Asian session
2011-06-08,2011-06-08,Forex - AUD/USD down on economic data
2011-06-08,2011-06-08,Forex - EUR/JPY up during Asian trade
2011-06-08,2011-06-08,"GLOBAL MARKETS-Asia stocks dip, euro pushes higher before ECB"
2011-06-08,2011-06-08,Forex - GBP/JPY up during the Asian session
2011-06-08,2011-06-08,Forex - USD/JPY down on economic data
2011-06-08,2011-06-08,Forex - EUR/USD up in Asian trade
2011-06-08,2011-06-08,Forex - USD/JPY up during Asian trade
2011-06-08,2011-06-08,Forex - NZD/USD up in Asian trade
2011-06-08,2011-06-08,Forex - NZD/USD up in Asian trade
2011-06-08,2011-06-08,Forex - EUR/USD down at the end of U.S. session
2011-06-08,2011-06-08,GLOBAL MARKETS-Stocks fall on economic worries; oil climbs
2011-06-08,2011-06-08,"FOREX-U.S. dollar, yen strengthen on global growth fears"
2011-06-08,2011-06-08,Forex - USD/JPY down toward the end of U.S. session
2011-06-08,2011-06-08,Forex - GBP/USD down toward the end of U.S. session
2011-06-08,2011-06-08,Forex - GBP/USD down during the U.S. session
2011-06-08,2011-06-08,Forex - USD/CAD up in U.S. trade
2011-06-08,2011-06-08,Forex - EUR/USD down in U.S. trading hours
2011-06-08,2011-06-08,Forex - AUD/USD down in U.S. trade
2011-06-08,2011-06-08,GLOBAL MARKETS-World stocks slip post-Bernanke; oil rallies
2011-06-08,2011-06-08,Forex - NZD/USD down during the U.S. session
2011-06-08,2011-06-08,Forex - GBP/USD down in U.S. trade
2011-06-08,2011-06-08,GLOBAL MARKETS-Stocks hit by growth worry; oil rises after OPEC
2011-06-08,2011-06-08,Forex - EUR/USD down at the end of European session
2011-06-08,2011-06-08,Forex - USD/JPY down toward the end of European session
2011-06-08,2011-06-08,GLOBAL MARKETS-World stocks slip; oil gains after OPEC
2011-06-08,2011-06-08,Forex - GBP/USD down toward the end of European session
2011-06-08,2011-06-08,Forex - EUR/USD down during the European session
2011-06-08,2011-06-08,Forex - GBP/JPY down in European trading hours
2011-06-08,2011-06-08,"GLOBAL MARKETS-Stocks slip on Bernanke, oil rallies after OPEC"
2011-06-08,2011-06-08,Forex - NZD/USD down during the European session
2011-06-08,2011-06-08,FOREX-Dollar slips vs yen as market worries about growth
2011-06-08,2011-06-08,Forex - EUR/CHF down in European trade
2011-06-08,2011-06-08,Forex - USD/CAD up in European trading hours
2011-06-08,2011-06-08,Forex - USD/CAD up on economic data
2011-06-08,2011-06-08,Forex - EUR/GBP up during the European session
2011-06-08,2011-06-08,Forex - GBP/CHF down in European trade
2011-06-08,2011-06-08,Forex - AUD/USD down in European trading hours
2011-06-08,2011-06-08,Forex - USD/CHF up during the European session
2011-06-08,2011-06-08,Forex - EUR/USD down on economic data
2011-06-08,2011-06-08,Forex - USD/JPY down in European trade
2011-06-08,2011-06-08,Forex - EUR/USD down in European trading hours
2011-06-08,2011-06-08,"GLOBAL MARKETS-Stocks slide, dollar dented by Bernanke"
2011-06-08,2011-06-08,FOREX-Dollar struggles on weak U.S. economy view
2011-06-08,2011-06-08,Forex - EUR/USD down during the Asian session
2011-06-08,2011-06-08,Forex - GBP/USD down in Asian trade
2011-06-08,2011-06-08,Forex - EUR/CHF down in Asian trading hours
2011-06-08,2011-06-08,Forex - AUD/USD down during Asian trade
2011-06-08,2011-06-08,Forex - USD/CHF up during Asian trade
2011-06-08,2011-06-08,Forex - EUR/GBP down during the Asian session
2011-06-07,2011-06-07,Forex - USD/JPY down during Asian trade
2011-06-07,2011-06-07,"GLOBAL MARKETS-Stocks, dollar fall as Bernanke fails to inspire"
2011-06-07,2011-06-07,Forex - USD/CAD up in Asian trading hours
2011-06-07,2011-06-07,Forex - EUR/USD down during the Asian session
2011-06-07,2011-06-07,Forex - EUR/JPY down during Asian trade
2011-06-07,2011-06-07,GLOBAL MARKETS-Asia stocks flat after bearish Bernanke comments
2011-06-07,2011-06-07,Forex - GBP/JPY up during the Asian session
2011-06-07,2011-06-07,Forex - EUR/USD down in Asian trade
2011-06-07,2011-06-07,Forex - USD/JPY up during Asian trade
2011-06-07,2011-06-07,Forex - NZD/USD up in Asian trade
2011-06-07,2011-06-07,Forex - NZD/USD up in Asian trade
2011-06-07,2011-06-07,"GLOBAL MARKETS-US stocks, dollar fall after Bernanke comments"
2011-06-07,2011-06-07,"FOREX-U.S. dollar slides as Bernanke, China weigh"
2011-06-07,2011-06-07,Forex - EUR/USD up at the end of U.S. session
2011-06-07,2011-06-07,Forex - USD/JPY down toward the end of U.S. session
2011-06-07,2011-06-07,Forex - EUR/USD up toward the end of U.S. session
2011-06-07,2011-06-07,Forex - GBP/USD up during the U.S. session
2011-06-07,2011-06-07,"GLOBAL MARKETS-Stocks, oil climb; US dollar falls on China"
2011-06-07,2011-06-07,Forex - USD/CAD down in U.S. trade
2011-06-07,2011-06-07,Forex - EUR/USD up in U.S. trading hours
2011-06-07,2011-06-07,Forex - AUD/USD up in U.S. trade
2011-06-07,2011-06-07,"GLOBAL MARKETS-World stocks advance, US dollar weighed by China"
2011-06-07,2011-06-07,Forex - NZD/USD up during the U.S. session
2011-06-07,2011-06-07,Forex - GBP/USD up in U.S. trade
2011-06-07,2011-06-07,GLOBAL MARKETS-Stocks bounce higher as U.S. dollar falls
2011-06-07,2011-06-07,Forex - EUR/USD up at the end of European session
2011-06-07,2011-06-07,Forex - EUR/USD up toward the end of European session
2011-06-07,2011-06-07,Forex - USD/JPY up toward the end of European session
2011-06-07,2011-06-07,Forex - GBP/USD up toward the end of European session
2011-06-07,2011-06-07,Forex - GBP/JPY up during the European session
2011-06-07,2011-06-07,"GLOBAL MARKETS-Stocks, oil bounce; US dollar falls broadly"
2011-06-07,2011-06-07,Forex - EUR/USD up during the European session
2011-06-07,2011-06-07,Forex - NZD/USD up during the European session
2011-06-07,2011-06-07,Forex - USD/CAD down during the European session
2011-06-07,2011-06-07,"FOREX-China warning, uncertain US outlook hit dollar"
2011-06-07,2011-06-07,Forex - EUR/CHF up during the European session
2011-06-07,2011-06-07,Forex - EUR/GBP up during the European session
2011-06-07,2011-06-07,Forex - Dollar extends losses as U.S. economic outlook weighs
2011-06-07,2011-06-07,Forex - GBP/USD pares gains after weak U.K. house price report
2011-06-07,2011-06-07,Forex - EUR/USD hits fresh 1-month high after retail sales jump
2011-06-07,2011-06-07,Forex - USD/CAD slumps to 2-day low as U.S. growth outlook weighs
2011-06-07,2011-06-07,"GLOBAL MARKETS-Dollar falls on China comments, stocks rebound"
2011-06-07,2011-06-07,FOREX-Dollar index at 1-month low as China warns on US assets
2011-06-07,2011-06-07,Forex - Dollar hovering just above record low against Swiss franc
2011-06-07,2011-06-07,Forex - Dollar broadly lower as U.S. growth concerns weigh
2011-06-07,2011-06-07,Forex - Pound rises to daily high against broadly weaker dollar
2011-06-07,2011-06-07,Forex - Yen off 1-month high vs. dollar after Japan fin min warning
2011-06-07,2011-06-07,Forex - NZD/USD hits 2-day high as market sentiment strengthens
2011-06-07,2011-06-07,Forex - AUD/USD down after RBA keeps interest rate unchanged
2011-06-07,2011-06-07,Forex - EUR/USD up during the Asian session
2011-06-07,2011-06-07,"Forex - EUR/USD edges higher, nearing one-month high"
2011-06-07,2011-06-07,Forex - GBP/USD down in Asian trade
2011-06-07,2011-06-07,Forex - EUR/CHF up in Asian trading hours
2011-06-07,2011-06-07,Forex - USD/CHF up during Asian trade
2011-06-07,2011-06-07,Forex - EUR/GBP up during the Asian session
2011-06-06,2011-06-06,Forex - USD/JPY up during Asian trade
2011-06-06,2011-06-06,Forex - USD/CAD down in Asian trading hours
2011-06-06,2011-06-06,Forex - AUD/USD up during Asian trade
2011-06-06,2011-06-06,Forex - EUR/USD down during the Asian session
2011-06-06,2011-06-06,Forex - EUR/JPY up during Asian trade
2011-06-06,2011-06-06,Forex - GBP/JPY up during the Asian session
2011-06-06,2011-06-06,Forex - EUR/USD up in Asian trade
2011-06-06,2011-06-06,Forex - USD/JPY up during Asian trade
2011-06-06,2011-06-06,Forex - NZD/USD down in Asian trade
2011-06-06,2011-06-06,Forex - EUR/USD down at the end of U.S. session
2011-06-06,2011-06-06,Forex - USD/JPY down toward the end of U.S. session
2011-06-06,2011-06-06,GLOBAL MARKETS-Stocks hit by economic worry; euro slips
2011-06-06,2011-06-06,"FOREX-Euro skids vs dollar, but losses seen limited"
2011-06-06,2011-06-06,Forex - EUR/USD down toward the end of U.S. session
2011-06-06,2011-06-06,Forex - GBP/USD down during the U.S. session
2011-06-06,2011-06-06,"GLOBAL MARKETS-Stocks, oil lower; Peru's market dives"
2011-06-06,2011-06-06,Forex - USD/CAD up in U.S. trade
2011-06-06,2011-06-06,Forex - EUR/USD down in U.S. trading hours
2011-06-06,2011-06-06,Forex - AUD/USD down in U.S. trade
2011-06-06,2011-06-06,"GLOBAL MARKETS-Stocks, oil off on economy; Peru's market dives"
2011-06-06,2011-06-06,Forex - NZD/USD down during the U.S. session
2011-06-06,2011-06-06,Forex - GBP/USD down in U.S. trade
2011-06-06,2011-06-06,"GLOBAL MARKETS-World stocks, crude fall on growth concerns"
2011-06-06,2011-06-06,Forex - GBP/USD down in U.S. trade
2011-06-06,2011-06-06,"GLOBAL MARKETS-World stocks, crude fall on growth concerns"
2011-06-06,2011-06-06,Forex - EUR/USD down at the end of European session
2011-06-06,2011-06-06,"GLOBAL MARKETS-Economic worries hit stocks, oil; euro slips"
2011-06-06,2011-06-06,Forex - Dollar steady as euro slips amid caution on Greece deal
2011-06-06,2011-06-06,Forex - GBP/USD extends losses as IMF warns of U.K. growth risks
2011-06-06,2011-06-06,GLOBAL MARKETS-Stocks fall on growth concern; euro slips
2011-06-06,2011-06-06,Forex - EUR/USD steady close to 1-month high on Greece deal
2011-06-06,2011-06-06,Forex - USD/CAD eases off daily high as crude oil trims losses
2011-06-06,2011-06-06,CORRECTED - FOREX-Euro slips but still near 1-month high vs dollar
2011-06-06,2011-06-06,Forex - EUR/JPY slips amid caution over Greek financing package
2011-06-06,2011-06-06,Forex - Dollar firms up vs. rivals as Greece financing deal eyed
2011-06-06,2011-06-06,"GLOBAL MARKETS-Euro hovers near 1-mth high, stocks weaken"
2011-06-06,2011-06-06,Forex - Dollar firms up against pound after hitting 3-day low
2011-06-06,2011-06-06,Forex - EUR/USD slips but still supported by ECB rate hike view
2011-06-06,2011-06-06,Forex - USD/CHF claws back from record low as Fed speakers eyed
2011-06-06,2011-06-06,Forex - EUR/GBP near 4-week high as ECB rate hike view supports
2011-06-06,2011-06-06,"Forex - GBP/USD erases gains, pulling away from 3-day high"
2011-06-06,2011-06-06,FOREX-Euro near 1-mth high vs dollar on rate outlook
2011-06-06,2011-06-06,Forex - USD/JPY near one-month low amid U.S. growth concerns
2011-06-06,2011-06-06,Forex - NZD/USD inches higher in thin holiday trade
2011-06-06,2011-06-06,Forex - AUD/USD nears 3-week high after weak U.S. jobs data
2011-06-06,2011-06-06,Forex - EUR/USD eases up to one-month high on ECB rate hopes
2011-06-06,2011-06-06,Forex - EUR/USD up during the Asian session
2011-06-06,2011-06-06,Forex - GBP/USD down in Asian trade
2011-06-06,2011-06-06,Forex - EUR/CHF up in Asian trading hours
2011-06-06,2011-06-06,Forex - USD/CHF up during the Asian session
2011-06-06,2011-06-06,Forex - EUR/GBP down in Asian trade
2011-06-05,2011-06-05,Forex - USD/JPY down in Asian trading hours
2011-06-05,2011-06-05,Forex - USD/CAD up during the Asian session
2011-06-05,2011-06-05,Forex - AUD/USD up in Asian trade
2011-06-05,2011-06-05,Forex - GBP/CHF up in Asian trading hours
2011-06-05,2011-06-05,Forex - EUR/USD down during the Asian session
2011-06-05,2011-06-05,"GLOBAL MARKETS-Amid debt crisis and slowdown, euro may still rise "
2011-06-05,2011-06-05,Forex - USD/JPY down in Asian trading hours
2011-06-05,2011-06-05,Forex - EUR/JPY up in Asian trade
2011-06-05,2011-06-05,Forex - GBP/JPY up in Asian trading hours
2011-06-05,2011-06-05,Forex - EUR/USD weekly outlook: June 6-10
2011-06-05,2011-06-05,Forex - GBP/USD weekly outlook: June 6-10
2011-06-05,2011-06-05,Forex - NZD/USD weekly outlook: June 6-10
2011-06-05,2011-06-05,Forex - AUD/USD weekly outlook: June 6-10
2011-06-05,2011-06-05,Forex - USD/CAD weekly outlook: June 6-10
2011-06-05,2011-06-05,Forex - USD/CHF weekly outlook: June 6-10
2011-06-05,2011-06-05,Forex - USD/JPY weekly outlook: June 6-10
2011-06-05,2011-06-05,Forex - Weekly outlook: June 6-10
2011-06-03,2011-06-03,Forex - EUR/USD up at the end of U.S. session
2011-06-03,2011-06-03,Forex - GBP/USD up at the end of U.S. session
2011-06-03,2011-06-03,Forex - USD/JPY down at the end of U.S. session
2011-06-03,2011-06-03,Forex - USD/JPY down toward the end of U.S. session
2011-06-03,2011-06-03,"GLOBAL MARKETS-Weak US jobs data jolts stocks, dollar"
2011-06-03,2011-06-03,Forex - EUR/USD up toward the end of U.S. session
2011-06-03,2011-06-03,"GLOBAL MARKETS-Weak US jobs data jolts stocks, dollar"
2011-06-03,2011-06-03,Forex - EUR/USD up toward the end of U.S. session
2011-06-03,2011-06-03,Forex - GBP/USD up during the U.S. session
2011-06-03,2011-06-03,Forex - USD/CAD up in U.S. trade
2011-06-03,2011-06-03,Forex - EUR/USD up in U.S. trading hours
2011-06-03,2011-06-03,FOREX-Dollar skids on dour US jobs data; more losses seen
2011-06-03,2011-06-03,Forex - AUD/USD up in U.S. trade
2011-06-03,2011-06-03,"GLOBAL MARKETS-Stocks, oil down as US jobs report jolts"
2011-06-03,2011-06-03,Forex - NZD/USD up during the U.S. session
2011-06-03,2011-06-03,Forex - GBP/USD up in U.S. trade
2011-06-03,2011-06-03,Forex - EUR/USD up at the end of European session
2011-06-03,2011-06-03,Forex - USD/JPY down toward the end of European session
2011-06-03,2011-06-03,"GLOBAL MARKETS-Stocks, oil slide on US jobs report shock"
2011-06-03,2011-06-03,Forex - GBP/USD up toward the end of European session
2011-06-03,2011-06-03,Forex - EUR/USD up during the European session
2011-06-03,2011-06-03,Forex - GBP/JPY down in European trading hours
2011-06-03,2011-06-03,Forex - USD/JPY down on economic data
2011-06-03,2011-06-03,Forex - GBP/USD down on economic data
2011-06-03,2011-06-03,Forex - EUR/CHF down in European trade
2011-06-03,2011-06-03,Forex - USD/CAD up on economic data
2011-06-03,2011-06-03,Forex - EUR/USD down on economic data
2011-06-03,2011-06-03,RPT-FOREX-Euro holds near 1-mth high vs dlr before U.S. jobs
2011-06-03,2011-06-03,Forex - EUR/GBP up during the European session
2011-06-03,2011-06-03,Forex - GBP/CHF down in European trade
2011-06-03,2011-06-03,Forex - AUD/USD down in European trading hours
2011-06-03,2011-06-03,Forex - USD/CHF down during the European session
2011-06-03,2011-06-03,Forex - USD/JPY down in European trade
2011-06-03,2011-06-03,Forex - EUR/USD up in European trading hours
2011-06-03,2011-06-03,GLOBAL MARKETS-Stocks slip; euro steady before US jobs data
2011-06-03,2011-06-03,Forex - GBP/USD down during the European session
2011-06-03,2011-06-03,Forex - EUR/USD down during the Asian session
2011-06-03,2011-06-03,Forex - GBP/USD down in Asian trade
2011-06-03,2011-06-03,"FOREX-Euro hits 1-mth high, focus on US jobs data"
2011-06-03,2011-06-03,Forex - EUR/CHF up in Asian trading hours
2011-06-03,2011-06-03,Forex - EUR/CHF up in Asian trading hours
2011-06-03,2011-06-03,Forex - USD/CHF up during Asian trade
2011-06-03,2011-06-03,Forex - EUR/GBP up during the Asian session
2011-06-02,2011-06-02,Forex - USD/JPY down during Asian trade
2011-06-02,2011-06-02,Forex - USD/CAD up in Asian trading hours
2011-06-02,2011-06-02,Forex - AUD/USD up during Asian trade
2011-06-02,2011-06-02,Forex - EUR/USD up during the Asian session
2011-06-02,2011-06-02,Forex - EUR/JPY down during Asian trade
